rodada,ano,civilizacao,cultura,melhor,classes,experimentos
1,80,0,Empiristas,115,92,991
1,80,1,Incrementalistas,115,51,994
1,80,2,Evolucionistas,115,61,997
1,80,3,Isolados,115,48,994
1,85,0,Empiristas,115,94,1121
1,85,1,Incrementalistas,115,53,1123
1,85,2,Evolucionistas,115,62,1128
1,85,3,Isolados,115,31,1123
1,90,0,Empiristas,115,96,1263
1,90,1,Incrementalistas,115,55,1268
1,90,2,Evolucionistas,115,62,1271
1,90,3,Isolados,115,39,1193
1,95,0,Empiristas,115,98,1420
1,95,1,Incrementalistas,115,58,1424
1,95,2,Evolucionistas,115,64,1428
1,95,3,Isolados,115,40,1271
1,100,0,Empiristas,115,103,1594
1,100,1,Incrementalistas,115,62,1597
1,100,2,Evolucionistas,115,65,1602
1,100,3,Isolados,115,42,1359
1,105,0,Empiristas,115,103,1786
1,105,1,Incrementalistas,115,66,1790
1,105,2,Evolucionistas,115,72,1794
1,105,3,Isolados,115,43,1454
1,110,0,Empiristas,115,106,1999
1,110,1,Incrementalistas,115,72,2002
1,110,2,Evolucionistas,115,76,2006
1,110,3,Isolados,114,34,1561
1,115,0,Empiristas,115,106,2234
1,115,1,Incrementalistas,115,74,2236
1,115,2,Evolucionistas,115,81,2241
1,115,3,Isolados,115,41,1678
1,120,0,Empiristas,115,111,2492
1,120,1,Incrementalistas,115,77,2494
1,120,2,Evolucionistas,115,85,2500
1,120,3,Isolados,115,48,1806
1,125,0,Empiristas,115,112,2778
1,125,1,Incrementalistas,115,79,2780
1,125,2,Evolucionistas,115,86,2787
1,125,3,Isolados,115,55,1948
1,130,0,Empiristas,115,113,3093
1,130,1,Incrementalistas,115,84,3096
1,130,2,Evolucionistas,115,92,3101
1,130,3,Isolados,115,40,2107
1,135,0,Empiristas,115,113,3441
1,135,1,Incrementalistas,115,86,3444
1,135,2,Evolucionistas,115,94,3449
1,135,3,Isolados,115,45,2282
1,140,0,Empiristas,115,115,3826
1,140,1,Incrementalistas,115,89,3829
1,140,2,Evolucionistas,115,97,3833
1,140,3,Isolados,115,52,2474
1,145,0,Empiristas,115,115,4250
1,145,1,Incrementalistas,115,92,4254
1,145,2,Evolucionistas,115,100,4259
1,145,3,Isolados,115,60,2684
1,150,0,Empiristas,115,115,4720
1,150,1,Incrementalistas,115,93,4722
1,150,2,Evolucionistas,115,102,4727
1,150,3,Isolados,115,66,2918
1,155,0,Empiristas,115,115,5238
1,155,1,Incrementalistas,115,95,5237
1,155,2,Evolucionistas,115,103,5244
1,155,3,Isolados,115,73,3335
1,160,0,Empiristas,115,115,5810
1,160,1,Incrementalistas,115,100,5809
1,160,2,Evolucionistas,115,104,5814
1,160,3,Isolados,115,84,3906
1,165,0,Empiristas,115,115,6440
1,165,1,Incrementalistas,115,100,6442
1,165,2,Evolucionistas,115,106,6445
1,165,3,Isolados,115,89,4537
1,170,0,Empiristas,115,115,7137
1,170,1,Incrementalistas,115,71,6994
1,170,2,Evolucionistas,115,109,7142
1,170,3,Isolados,115,93,5233
1,175,0,Empiristas,115,115,7906
1,175,1,Incrementalistas,115,76,7378
1,175,2,Evolucionistas,115,113,7910
1,175,3,Isolados,115,102,6002
