cenario,catalise,bioquimica,tempo_apos_formacao_gyr,tempo_cosmico_gyr,temperatura_k
Terra,fixa,Silicio/acido sulfurico,0.424111,12.3571,366.839
Terra,fixa,Silicio/acido sulfurico,1.27822,3.87622,341.527
Terra,fixa,Silicio/acido sulfurico,6.92654,10.7789,302.291
Terra,fixa,Silicio/acido sulfurico,0.689627,3.16242,345.172
Terra,fixa,Silicio/acido sulfurico,0.374627,4.04783,386.776
Terra,fixa,Silicio/acido sulfurico,0.329552,9.58482,410.759
Terra,fixa,Silicio/acido sulfurico,0.315254,2.40876,429.448
Terra,fixa,Silicio/acido sulfurico,0.329471,6.6579,439.373
Terra,fixa,Silicio/acido sulfurico,0.30247,2.61753,455.64
Terra,fixa,Silicio/acido sulfurico,0.90035,8.09926,342.567
Terra,fixa,Silicio/acido sulfurico,0.603703,6.49324,348.802
Terra,fixa,Silicio/acido sulfurico,0.302836,11.1378,496.341
Terra,fixa,Silicio/acido sulfurico,0.324477,6.45414,440.641
Terra,fixa,Silicio/acido sulfurico,0.394752,4.7122,388.822
Terra,fixa,Silicio/acido sulfurico,1.49769,3.65036,345.614
Terra,fixa,Silicio/acido sulfurico,0.3161,5.94594,408.058
Terra,fixa,Silicio/acido sulfurico,0.314322,4.23415,454.092
Terra,fixa,Silicio/acido sulfurico,0.314745,2.98708,427.85
Terra,fixa,Silicio/acido sulfurico,0.301164,6.95173,507.16
Terra,fixa,Silicio/acido sulfurico,4.64077,11.4969,339.674
Terra,fixa,Silicio/acido sulfurico,0.345239,3.7213,417.044
Terra,fixa,Silicio/acido sulfurico,0.793859,3.6465,351.508
Terra,fixa,Silicio/acido sulfurico,0.313254,8.80111,433.434
Terra,fixa,Silicio/acido sulfurico,0.301659,3.55381,507.691
Terra,fixa,Silicio/acido sulfurico,0.363287,9.23276,376.849
Terra,fixa,Silicio/acido sulfurico,2.67899,14.9184,363.554
Terra,fixa,Silicio/acido sulfurico,0.326185,2.40407,456.877
Terra,fixa,Silicio/acido sulfurico,0.320201,4.79195,420.385
Terra,fixa,Silicio/acido sulfurico,1.20699,9.51135,349.151
Terra,fixa,Silicio/acido sulfurico,0.316422,3.59969,443.338
Terra,fixa,Silicio/acido sulfurico,0.301053,1.53324,502.067
Terra,fixa,Silicio/acido sulfurico,3.89288,4.97193,306.897
Terra,fixa,Silicio/acido sulfurico,0.609361,13.3539,360.096
Terra,fixa,Silicio/acido sulfurico,1.96617,3.28364,336.512
Terra,fixa,Silicio/acido sulfurico,0.953003,4.52068,359.252
Terra,fixa,Silicio/acido sulfurico,5.83201,9.45537,304.307
Terra,fixa,Silicio/acido sulfurico,0.302207,9.86925,499.031
Terra,fixa,Silicio/acido sulfurico,2.64671,4.35715,335.099
Terra,fixa,Silicio/acido sulfurico,0.303746,4.86153,480.791
Terra,fixa,Silicio/acido sulfurico,1.42826,8.73622,327.995
Terra,fixa,Silicio/acido sulfurico,2.01183,3.96477,343.5
Terra,fixa,Silicio/acido sulfurico,0.315689,12.2265,422.943
Terra,fixa,Silicio/acido sulfurico,6.57009,17.8693,310.156
Terra,fixa,Silicio/acido sulfurico,0.452835,7.16461,382.662
Terra,fixa,Silicio/acido sulfurico,0.30066,4.50247,527.577
Terra,fixa,Silicio/acido sulfurico,0.30393,2.76923,484.27
Terra,fixa,Silicio/acido sulfurico,3.1198,7.06557,343.845
Terra,fixa,Silicio/acido sulfurico,2.01831,9.78731,331.975
Terra,fixa,Silicio/acido sulfurico,0.301506,11.56,527.565
Terra,fixa,Silicio/acido sulfurico,0.36091,6.6369,398.018
Terra,fixa,Silicio/acido sulfurico,0.501497,9.01691,371.977
Terra,fixa,Silicio/acido sulfurico,3.60193,6.84721,352.673
Terra,fixa,Silicio/acido sulfurico,0.301077,8.48027,535.412
Terra,fixa,Silicio/acido sulfurico,0.300425,6.57199,529.49
Terra,fixa,Silicio/acido sulfurico,0.387094,2.84996,385.59
Terra,fixa,Silicio/acido sulfurico,0.301729,5.88422,539.997
Terra,fixa,Silicio/acido sulfurico,0.308028,3.84009,479.688
Terra,fixa,Silicio/acido sulfurico,3.1759,6.84883,329.59
Terra,fixa,Silicio/acido sulfurico,1.27375,5.33011,343.759
Terra,fixa,Silicio/acido sulfurico,0.308122,5.1674,435.055
Terra,fixa,Silicio/acido sulfurico,0.300521,2.362,537.679
Terra,fixa,Silicio/acido sulfurico,1.08998,5.88241,333.177
Terra,fixa,Silicio/acido sulfurico,0.300306,5.07773,527.333
Terra,fixa,Silicio/acido sulfurico,0.301004,8.88045,529.163
Terra,fixa,Silicio/acido sulfurico,1.58006,3.88253,309.331
Terra,fixa,Silicio/acido sulfurico,0.301079,3.84911,544.434
Terra,fixa,Silicio/acido sulfurico,0.301494,4.75242,489.957
Terra,fixa,Silicio/acido sulfurico,2.73999,8.48971,313.375
Terra,fixa,Silicio/acido sulfurico,0.312176,11.5216,450.907
Terra,fixa,Silicio/acido sulfurico,0.723187,8.51052,350.968
Terra,fixa,Silicio/acido sulfurico,14.9721,18.2227,318.901
Terra,fixa,Silicio/acido sulfurico,2.03712,3.36055,316.543
Terra,fixa,Silicio/acido sulfurico,3.22404,9.71662,327.17
Terra,fixa,Silicio/acido sulfurico,0.335168,11.258,409.567
Terra,fixa,Silicio/acido sulfurico,1.19618,4.14098,349.19
Terra,fixa,Silicio/acido sulfurico,5.97309,10.5935,325.7
Terra,fixa,Silicio/acido sulfurico,0.331127,3.41487,414.382
Terra,fixa,Silicio/acido sulfurico,0.334386,3.5397,400.349
Terra,fixa,Silicio/acido sulfurico,4.2523,16.4448,318.602
Terra,fixa,Silicio/acido sulfurico,0.302451,6.39251,504.505
Terra,fixa,Silicio/acido sulfurico,0.320445,2.89319,454.071
Terra,fixa,Silicio/acido sulfurico,0.331591,7.62449,415.676
Terra,fixa,Silicio/acido sulfurico,0.302772,1.84966,497.81
Terra,fixa,Silicio/acido sulfurico,3.44044,7.95586,318.869
Terra,fixa,Silicio/acido sulfurico,0.305474,8.08601,468.701
Terra,fixa,Silicio/acido sulfurico,0.30141,5.34403,535.432
Terra,fixa,Silicio/acido sulfurico,0.303533,5.92304,474.554
Terra,fixa,Silicio/acido sulfurico,0.307452,3.84897,451.201
Terra,fixa,Silicio/acido sulfurico,4.31639,6.99587,327.016
Terra,fixa,Silicio/acido sulfurico,0.304837,10.9635,487.065
Terra,fixa,Silicio/acido sulfurico,3.32086,6.46675,309.918
Terra,fixa,Silicio/acido sulfurico,0.303004,4.28525,477.265
Terra,fixa,Silicio/acido sulfurico,0.300373,4.70145,534.391
Terra,fixa,Silicio/acido sulfurico,0.30204,3.2549,469.87
Terra,fixa,Silicio/acido sulfurico,0.578282,5.69486,388.297
Terra,fixa,Silicio/acido sulfurico,0.529089,12.4875,366.992
Terra,fixa,Silicio/acido sulfurico,15.6738,18.715,306.475
Terra,fixa,Silicio/acido sulfurico,0.734742,4.54542,355.081
Terra,fixa,Silicio/acido sulfurico,0.302928,4.95195,477.859
Terra,fixa,Silicio/acido sulfurico,0.300598,2.65186,524.627
Terra,fixa,Silicio/acido sulfurico,0.624689,5.44715,388.867
Terra,fixa,Silicio/acido sulfurico,0.334715,4.84595,417.245
Terra,fixa,Silicio/acido sulfurico,3.9117,11.3143,358.75
Terra,fixa,Silicio/acido sulfurico,0.389132,12.8219,385.053
Terra,fixa,Silicio/acido sulfurico,0.300982,11.6261,543.911
Terra,fixa,Silicio/acido sulfurico,0.335565,5.08608,373.941
Terra,fixa,Silicio/acido sulfurico,0.354071,5.03843,384.183
Terra,fixa,Silicio/acido sulfurico,0.67015,6.02328,357.96
Terra,fixa,Silicio/acido sulfurico,0.307831,10.6661,465.472
Terra,fixa,Silicio/acido sulfurico,0.3025,7.49464,470.41
Terra,fixa,Silicio/acido sulfurico,0.307735,3.59965,452.723
Terra,fixa,Silicio/acido sulfurico,0.720734,6.80571,345.044
Terra,fixa,Silicio/acido sulfurico,0.300761,6.13601,540.872
Terra,fixa,Silicio/acido sulfurico,2.07067,6.15566,326.25
Terra,fixa,Silicio/acido sulfurico,0.303019,8.65486,486.101
Terra,fixa,Silicio/acido sulfurico,0.817522,11.6633,363.551
Terra,fixa,Silicio/acido sulfurico,6.56467,9.00115,321.483
Terra,fixa,Silicio/acido sulfurico,0.371854,6.11323,395.315
Terra,fixa,Silicio/acido sulfurico,0.466141,7.51699,384.049
Terra,fixa,Silicio/acido sulfurico,0.302702,14.0063,511.352
Terra,fixa,Silicio/acido sulfurico,14.2154,23.6714,298.749
Terra,fixa,Silicio/acido sulfurico,0.378488,10.5519,387.037
Terra,fixa,Silicio/acido sulfurico,0.339104,11.1686,402.383
Terra,fixa,Silicio/acido sulfurico,0.301914,5.10346,516.967
Terra,fixa,Silicio/acido sulfurico,1.0785,3.03496,333.012
Terra,fixa,Silicio/acido sulfurico,0.704688,5.88927,366.798
Terra,fixa,Silicio/acido sulfurico,2.75956,13.7819,352.431
Terra,fixa,Silicio/acido sulfurico,0.426367,6.78887,382.74
Terra,fixa,Silicio/acido sulfurico,0.315272,3.76175,444.791
Terra,fixa,Silicio/acido sulfurico,0.31418,4.73559,435.724
Terra,fixa,Silicio/acido sulfurico,0.342622,6.08134,396.35
Terra,fixa,Silicio/acido sulfurico,1.54097,4.40688,339.168
Terra,fixa,Silicio/acido sulfurico,2.61289,6.62264,320.93
Terra,fixa,Silicio/acido sulfurico,0.315591,5.90135,419.241
Terra,fixa,Silicio/acido sulfurico,2.93289,15.4731,320.604
Terra,fixa,Silicio/acido sulfurico,1.3481,6.4955,351.066
Terra,fixa,Silicio/acido sulfurico,0.939076,4.82653,342.546
Terra,fixa,Silicio/acido sulfurico,4.28134,11.9768,324.051
Terra,fixa,Silicio/acido sulfurico,0.309831,3.1403,436.597
Terra,fixa,Silicio/acido sulfurico,0.327476,12.264,427.166
Terra,fixa,Silicio/acido sulfurico,0.301023,6.72503,495.871
Terra,fixa,Silicio/acido sulfurico,0.324766,4.61171,401.156
Terra,fixa,Silicio/acido sulfurico,0.413215,3.03735,389.572
Terra,fixa,Silicio/acido sulfurico,0.332302,4.67487,438.416
Terra,fixa,Silicio/acido sulfurico,0.459521,2.63836,374.402
Terra,fixa,Silicio/acido sulfurico,0.311044,11.7437,390.747
Terra,fixa,Silicio/acido sulfurico,0.312654,4.83474,465.974
Terra,fixa,Silicio/acido sulfurico,0.313145,2.76152,430.761
Terra,fixa,Silicio/acido sulfurico,0.348011,5.07465,425.285
Terra,fixa,Silicio/acido sulfurico,0.419201,10.2089,370.656
Terra,fixa,Silicio/acido sulfurico,0.401755,6.27374,426.985
Terra,fixa,Silicio/acido sulfurico,0.346072,5.51675,409.909
Terra,fixa,Silicio/acido sulfurico,0.35149,10.5015,398.759
Terra,fixa,Silicio/acido sulfurico,1.55698,14.4467,351.043
Terra,fixa,Silicio/acido sulfurico,0.301869,6.30701,470.757
Terra,fixa,Silicio/acido sulfurico,6.51872,17.491,323.649
Terra,fixa,Silicio/acido sulfurico,0.305456,10.1858,462.961
Terra,fixa,Silicio/acido sulfurico,0.314813,3.90598,431.487
Terra,fixa,Silicio/acido sulfurico,0.54268,9.93364,352.715
Terra,fixa,Silicio/acido sulfurico,6.14007,8.11832,310.722
Terra,fixa,Silicio/acido sulfurico,0.499521,8.60432,368.648
Terra,fixa,Silicio/acido sulfurico,0.563694,3.55438,368.263
Terra,fixa,Silicio/acido sulfurico,0.31449,8.75011,429.031
Terra,fixa,Silicio/acido sulfurico,2.01623,8.29174,331.676
Terra,fixa,Silicio/acido sulfurico,5.91957,7.96804,348.019
Terra,fixa,Silicio/acido sulfurico,0.301145,10.059,506.711
Terra,fixa,Silicio/acido sulfurico,0.304717,11.3721,484.406
Terra,fixa,Silicio/acido sulfurico,0.30883,8.45921,448.299
Terra,fixa,Silicio/acido sulfurico,0.328535,4.87153,423.54
Terra,fixa,Silicio/acido sulfurico,0.301063,11.1735,498.219
Terra,fixa,Silicio/acido sulfurico,0.331093,4.85946,410.734
Terra,fixa,Silicio/acido sulfurico,0.300867,6.67966,511.995
Terra,fixa,Silicio/acido sulfurico,0.306723,9.73074,444.916
Terra,fixa,Silicio/acido sulfurico,0.315923,3.86838,447.412
Terra,fixa,Silicio/acido sulfurico,0.758108,11.5948,339.074
Terra,fixa,Silicio/acido sulfurico,0.342212,1.82458,394.677
Terra,fixa,Silicio/acido sulfurico,0.608856,4.87444,362.185
Terra,fixa,Silicio/acido sulfurico,0.798866,11.023,330.956
Terra,fixa,Silicio/acido sulfurico,0.301327,6.9942,533.224
Terra,fixa,Silicio/acido sulfurico,0.307255,9.37364,452.416
Terra,fixa,Silicio/acido sulfurico,1.4395,11.7476,352.988
Terra,fixa,Silicio/acido sulfurico,6.42883,15.1855,323.769
Terra,fixa,Silicio/acido sulfurico,0.358854,5.75257,416.121
Terra,fixa,Silicio/acido sulfurico,0.869924,8.33928,335.273
Terra,fixa,Silicio/acido sulfurico,2.87775,14.5714,326.953
Terra,fixa,Silicio/acido sulfurico,0.338848,4.1947,402.854
Terra,fixa,Silicio/acido sulfurico,0.811791,8.75447,374.31
Terra,fixa,Silicio/acido sulfurico,3.79065,10.8041,340.791
Terra,fixa,Silicio/acido sulfurico,0.402592,13.5975,378.092
Terra,fixa,Silicio/acido sulfurico,0.475224,5.91107,370.224
Terra,fixa,Silicio/acido sulfurico,0.819272,11.2722,362.731
Terra,fixa,Silicio/acido sulfurico,0.302365,3.1391,484.579
Terra,fixa,Silicio/acido sulfurico,8.63742,16.561,316.727
Terra,fixa,Silicio/acido sulfurico,0.346098,12.7244,392.657
Terra,fixa,Silicio/acido sulfurico,4.55042,8.43479,316.652
Terra,fixa,Silicio/acido sulfurico,2.43303,6.94889,359.634
Terra,fixa,Silicio/acido sulfurico,0.327167,4.02302,429.151
Terra,fixa,Silicio/acido sulfurico,0.424223,9.10802,378.227
Terra,fixa,Silicio/acido sulfurico,3.87217,11.3588,328.985
Terra,fixa,Silicio/acido sulfurico,0.619499,4.94942,352.858
Terra,fixa,Silicio/acido sulfurico,0.355329,5.87877,427.616
Terra,fixa,Silicio/acido sulfurico,0.300316,5.98625,513.336
Terra,fixa,Silicio/acido sulfurico,0.31542,7.92882,458.752
Terra,fixa,Silicio/acido sulfurico,0.301573,6.10079,509.962
Terra,fixa,Silicio/acido sulfurico,0.323368,5.56966,400.963
Terra,fixa,Silicio/acido sulfurico,0.365421,6.54999,406.971
Terra,fixa,Silicio/acido sulfurico,0.301718,6.0543,521.67
Terra,fixa,Silicio/acido sulfurico,0.303147,3.68203,465.57
Terra,fixa,Silicio/acido sulfurico,2.82641,7.24436,290.74
Terra,fixa,Silicio/acido sulfurico,0.309937,2.64751,438.722
Terra,fixa,Silicio/acido sulfurico,0.306276,6.92219,474.576
Terra,fixa,Silicio/acido sulfurico,0.428905,7.41451,376.07
Terra,fixa,Silicio/acido sulfurico,0.300604,5.45907,529.061
Terra,fixa,Silicio/acido sulfurico,4.0664,7.13209,355.168
Terra,fixa,Silicio/acido sulfurico,0.310282,3.9455,448.934
Terra,fixa,Silicio/acido sulfurico,0.301156,2.59682,497.764
Terra,fixa,Silicio/acido sulfurico,1.20391,4.71434,338.58
Terra,fixa,Silicio/acido sulfurico,0.316396,3.57453,445.998
Terra,fixa,Silicio/acido sulfurico,0.365973,5.68867,409.081
Terra,fixa,Silicio/acido sulfurico,0.300917,4.05768,497.381
Terra,fixa,Silicio/acido sulfurico,0.717282,3.87925,357.867
Terra,fixa,Silicio/acido sulfurico,0.385036,4.00732,394.821
Terra,fixa,Silicio/acido sulfurico,0.503,2.67827,377.225
Terra,fixa,Silicio/acido sulfurico,0.339123,6.86494,415.235
Terra,fixa,Silicio/acido sulfurico,0.410373,5.22854,392.787
Terra,fixa,Silicio/acido sulfurico,0.308768,4.7142,437.119
Terra,fixa,Silicio/acido sulfurico,3.27482,7.02047,355.044
Terra,fixa,Silicio/acido sulfurico,0.314771,12.359,425.639
Terra,fixa,Silicio/acido sulfurico,1.66093,10.7723,334.649
Terra,fixa,Silicio/acido sulfurico,0.766668,5.91401,339.493
Terra,fixa,Silicio/acido sulfurico,0.324714,5.70272,440.288
Terra,fixa,Silicio/acido sulfurico,6.06745,9.48221,319.216
Terra,fixa,Silicio/acido sulfurico,9.78173,13.1465,304.137
Terra,fixa,Silicio/acido sulfurico,0.388562,5.86508,373.261
Terra,fixa,Silicio/acido sulfurico,0.427844,8.10591,368.413
Terra,fixa,Silicio/acido sulfurico,7.15489,13.0141,322.966
Terra,fixa,Silicio/acido sulfurico,1.73264,12.3526,319.253
Terra,fixa,Silicio/acido sulfurico,0.30165,3.69722,489.179
Terra,fixa,Silicio/acido sulfurico,0.300829,5.97596,540.587
Terra,fixa,Silicio/acido sulfurico,0.783261,8.37254,342.638
Terra,fixa,Silicio/acido sulfurico,0.366009,4.86252,399.95
Terra,fixa,Silicio/acido sulfurico,0.390471,7.28952,409.618
Terra,fixa,Silicio/acido sulfurico,0.313223,3.57739,433.715
Terra,fixa,Silicio/acido sulfurico,0.568432,5.18579,364.866
Terra,fixa,Silicio/acido sulfurico,4.05877,10.8598,340.64
Terra,fixa,Silicio/acido sulfurico,0.341917,2.38124,379.223
Terra,fixa,Silicio/acido sulfurico,0.30074,10.1388,529.699
Terra,fixa,Silicio/acido sulfurico,1.86504,4.70426,335.349
Terra,fixa,Silicio/acido sulfurico,0.504768,7.88312,382.026
Terra,fixa,Silicio/acido sulfurico,0.697192,8.68078,335.027
Terra,fixa,Silicio/acido sulfurico,8.40569,13.6691,309.626
Terra,fixa,Silicio/acido sulfurico,0.333677,3.9489,408.444
Terra,fixa,Silicio/acido sulfurico,0.300793,6.99352,517.494
Terra,fixa,Silicio/acido sulfurico,0.301919,5.21895,500.25
Terra,fixa,Silicio/acido sulfurico,0.312237,3.26931,452.66
Terra,fixa,Silicio/acido sulfurico,0.376166,2.98241,385.271
Terra,fixa,Silicio/acido sulfurico,0.303429,5.49155,480.791
Terra,fixa,Silicio/acido sulfurico,0.363472,3.20231,370.272
Terra,fixa,Silicio/acido sulfurico,0.535087,6.22022,383.993
Terra,fixa,Silicio/acido sulfurico,5.73368,11.0096,340.152
Terra,fixa,Silicio/acido sulfurico,0.300859,5.50024,533.03
Terra,fixa,Silicio/acido sulfurico,0.301236,6.44052,518.657
Terra,fixa,Silicio/acido sulfurico,0.539309,5.43904,384.22
Terra,fixa,Silicio/acido sulfurico,9.37456,12.2757,340.537
Terra,fixa,Silicio/acido sulfurico,0.317172,4.22012,429.222
Terra,fixa,Silicio/acido sulfurico,1.04267,4.71662,338.782
Terra,fixa,Silicio/acido sulfurico,0.378565,13.6267,390.388
Terra,fixa,Silicio/acido sulfurico,0.300908,2.7236,529.603
Terra,fixa,Silicio/acido sulfurico,1.00107,11.0411,341.338
Terra,fixa,Silicio/acido sulfurico,0.301661,5.27712,540.993
Terra,fixa,Silicio/acido sulfurico,0.439917,9.71437,370.164
Terra,fixa,Silicio/acido sulfurico,6.41555,11.8369,313.983
Terra,fixa,Silicio/acido sulfurico,0.426894,7.37113,390.68
Terra,fixa,Silicio/acido sulfurico,3.41365,4.56229,321.27
Terra,fixa,Silicio/acido sulfurico,0.30137,5.62875,531.329
Terra,fixa,Silicio/acido sulfurico,0.310473,4.76537,430.209
Terra,fixa,Silicio/acido sulfurico,5.07063,13.614,319.05
Terra,fixa,Silicio/acido sulfurico,0.301083,7.12525,505.155
Terra,fixa,Silicio/acido sulfurico,0.302692,3.29733,495.742
Terra,fixa,Silicio/acido sulfurico,0.302051,6.6376,511.788
Terra,fixa,Silicio/acido sulfurico,1.13106,8.01568,352.401
Terra,fixa,Silicio/acido sulfurico,3.28071,5.82792,314.958
Terra,fixa,Silicio/acido sulfurico,3.24174,12.2354,319.878
Terra,fixa,Silicio/acido sulfurico,0.303734,4.27807,504.688
Terra,fixa,Silicio/acido sulfurico,0.391243,11.5623,387.592
Terra,fixa,Silicio/acido sulfurico,0.316642,8.46357,394.36
Terra,fixa,Silicio/acido sulfurico,0.322155,6.57766,420.429
Terra,fixa,Silicio/acido sulfurico,0.303936,5.15459,471.07
Terra,fixa,Silicio/acido sulfurico,0.531836,8.13856,375.587
Terra,fixa,Silicio/acido sulfurico,0.301172,6.49308,525.254
Terra,fixa,Silicio/acido sulfurico,0.761289,6.6544,336.388
Terra,fixa,Silicio/acido sulfurico,0.302637,8.43775,515.341
Terra,fixa,Silicio/acido sulfurico,0.372505,4.77495,414.784
Terra,fixa,Silicio/acido sulfurico,0.300629,10.1213,517.972
Terra,fixa,Silicio/acido sulfurico,0.30295,1.92318,444.334
Terra,fixa,Silicio/acido sulfurico,0.301655,11.6335,476.493
Terra,fixa,Silicio/acido sulfurico,0.306434,4.5034,484.503
Terra,fixa,Silicio/acido sulfurico,0.319997,12.4266,393.346
Terra,fixa,Silicio/acido sulfurico,4.25057,12.4865,324.647
Terra,fixa,Silicio/acido sulfurico,0.310338,4.32447,442.966
Terra,fixa,Silicio/acido sulfurico,0.717779,3.65035,354.225
Terra,fixa,Silicio/acido sulfurico,4.5487,8.46681,325.759
Terra,fixa,Silicio/acido sulfurico,0.369852,3.6878,383.809
Terra,fixa,Silicio/acido sulfurico,0.305293,11.0957,469.591
Terra,fixa,Silicio/acido sulfurico,0.698284,5.68337,364.334
Terra,fixa,Silicio/acido sulfurico,0.302944,3.15136,485.496
Terra,fixa,Silicio/acido sulfurico,0.306805,7.79273,443.364
Terra,fixa,Silicio/acido sulfurico,0.310761,9.69012,439.264
Terra,fixa,Silicio/acido sulfurico,0.31618,4.24209,446.794
Terra,fixa,Silicio/acido sulfurico,7.40392,16.6174,322.95
Terra,fixa,Silicio/acido sulfurico,0.301428,6.72523,500.917
Terra,fixa,Silicio/acido sulfurico,0.310329,6.86938,453.414
Terra,fixa,Silicio/acido sulfurico,0.34645,3.95389,434.711
Terra,fixa,Silicio/acido sulfurico,0.303315,5.98726,483.169
Terra,fixa,Silicio/acido sulfurico,0.313929,7.78307,452.126
Terra,fixa,Silicio/acido sulfurico,0.897067,6.80551,354.125
Terra,fixa,Silicio/acido sulfurico,0.319237,8.85382,417.788
Terra,fixa,Silicio/acido sulfurico,0.302765,6.04129,512.641
Terra,fixa,Silicio/acido sulfurico,2.70177,4.80576,348.774
Terra,fixa,Silicio/acido sulfurico,0.300757,5.70704,537.213
Terra,fixa,Silicio/acido sulfurico,0.314333,3.33297,425.143
Terra,fixa,Silicio/acido sulfurico,0.302527,11.2751,499.581
Terra,fixa,Silicio/acido sulfurico,0.346521,5.48193,379.042
Terra,fixa,Silicio/acido sulfurico,1.2342,14.2298,342.991
Terra,fixa,Silicio/acido sulfurico,0.321266,6.53119,458.903
Terra,fixa,Silicio/acido sulfurico,1.77221,8.03202,314.377
Terra,fixa,Silicio/acido sulfurico,2.5648,13.5001,337.604
Terra,fixa,Silicio/acido sulfurico,0.311958,10.1736,442.785
Terra,fixa,Silicio/acido sulfurico,0.301046,9.06035,511.777
Terra,fixa,Silicio/acido sulfurico,0.303216,4.22676,478.695
Terra,fixa,Silicio/acido sulfurico,3.24387,6.44956,329.823
Terra,fixa,Silicio/acido sulfurico,0.3085,7.70423,418.208
Terra,fixa,Silicio/acido sulfurico,0.301883,3.50533,487.423
Terra,fixa,Silicio/acido sulfurico,1.54235,9.11983,336.848
Terra,fixa,Silicio/acido sulfurico,0.393474,4.85674,396.972
Terra,fixa,Silicio/acido sulfurico,0.463139,3.44804,350.021
Terra,fixa,Silicio/acido sulfurico,0.318564,6.45897,446.329
Terra,fixa,Silicio/acido sulfurico,0.301023,3.08409,527.749
Terra,fixa,Silicio/acido sulfurico,0.308793,4.01649,472.774
Terra,fixa,Silicio/acido sulfurico,0.474885,4.96827,361.557
Terra,fixa,Silicio/acido sulfurico,0.300618,2.13822,541.021
Terra,fixa,Silicio/acido sulfurico,0.304045,6.34766,491.949
Terra,fixa,Silicio/acido sulfurico,1.05096,7.74386,337.192
Terra,fixa,Silicio/acido sulfurico,0.302835,4.35475,475.27
Terra,fixa,Silicio/acido sulfurico,0.300963,7.15126,508.551
Terra,fixa,Silicio/acido sulfurico,0.505931,13.6375,350.397
Terra,fixa,Silicio/acido sulfurico,0.30314,5.20939,471.48
Terra,fixa,Silicio/acido sulfurico,0.302388,4.20976,447.394
Terra,fixa,Silicio/acido sulfurico,0.30176,4.46327,502.591
Terra,fixa,Silicio/acido sulfurico,0.577159,8.82878,370.552
Terra,fixa,Silicio/acido sulfurico,0.341817,7.82468,388.929
Terra,fixa,Silicio/acido sulfurico,0.479028,7.01902,365.122
Terra,fixa,Silicio/acido sulfurico,0.406227,11.4652,391.786
Terra,fixa,Silicio/acido sulfurico,0.359295,6.03517,386.729
Terra,fixa,Silicio/acido sulfurico,0.790741,5.46885,352.711
Terra,fixa,Silicio/acido sulfurico,0.351462,9.02368,398.951
Terra,fixa,Silicio/acido sulfurico,0.300513,4.3273,516.165
Terra,fixa,Silicio/acido sulfurico,0.328712,3.37066,421.208
Terra,fixa,Silicio/acido sulfurico,1.68786,3.32309,339.443
Terra,fixa,Silicio/acido sulfurico,0.361054,5.01792,379.453
Terra,fixa,Silicio/acido sulfurico,0.302024,4.76767,496.123
Terra,fixa,Silicio/acido sulfurico,3.51401,8.13167,332.259
Terra,fixa,Silicio/acido sulfurico,0.304138,6.24259,484.481
Terra,fixa,Silicio/acido sulfurico,0.457681,6.66441,357.952
Terra,fixa,Silicio/acido sulfurico,0.773257,9.24988,363.53
Terra,fixa,Silicio/acido sulfurico,0.301077,11.8082,479.164
Terra,fixa,Silicio/acido sulfurico,0.306906,2.96526,441.323
Terra,fixa,Silicio/acido sulfurico,1.00051,7.97744,349.573
Terra,fixa,Silicio/acido sulfurico,0.301588,9.02387,511.317
Terra,fixa,Silicio/acido sulfurico,0.82158,7.41561,346.183
Terra,fixa,Silicio/acido sulfurico,0.3017,3.20725,474.112
Terra,fixa,Silicio/acido sulfurico,0.302125,13.1527,513.943
Terra,fixa,Silicio/acido sulfurico,0.469733,8.00811,368.886
Terra,fixa,Silicio/acido sulfurico,10.0787,13.944,334.554
Terra,fixa,Silicio/acido sulfurico,0.381714,4.41313,381.223
Terra,fixa,Silicio/acido sulfurico,0.339164,3.18899,411.986
Terra,fixa,Silicio/acido sulfurico,0.310632,4.96502,458.307
Terra,fixa,Silicio/acido sulfurico,0.584985,8.91721,354.173
Terra,fixa,Silicio/acido sulfurico,0.302122,12.1848,477.97
Terra,fixa,Silicio/acido sulfurico,0.301787,8.52138,526.867
Terra,fixa,Silicio/acido sulfurico,1.3804,3.67594,347.833
Terra,fixa,Silicio/acido sulfurico,0.448161,5.79932,386.275
Terra,fixa,Silicio/acido sulfurico,0.345849,7.35815,412.973
Terra,fixa,Silicio/acido sulfurico,0.80012,4.65084,376.293
Terra,fixa,Silicio/acido sulfurico,3.78637,12.2141,315.278
Terra,fixa,Silicio/acido sulfurico,0.342972,6.5562,414.148
Terra,fixa,Silicio/acido sulfurico,0.300357,3.50851,533.267
Terra,fixa,Silicio/acido sulfurico,0.301837,3.08791,492.912
Terra,fixa,Silicio/acido sulfurico,0.30429,5.63286,462.206
Terra,fixa,Silicio/acido sulfurico,16.4241,22.3472,297.842
Terra,fixa,Silicio/acido sulfurico,0.417842,5.55671,375.729
Terra,fixa,Silicio/acido sulfurico,0.307901,12.7862,473.367
Terra,fixa,Silicio/acido sulfurico,3.28759,15.4215,343.493
Terra,fixa,Silicio/acido sulfurico,0.301658,7.47071,497.05
Terra,fixa,Silicio/acido sulfurico,0.301549,5.52377,495.653
Terra,fixa,Silicio/acido sulfurico,1.20656,4.93746,310.15
Terra,fixa,Silicio/acido sulfurico,0.307188,5.26035,449.665
Terra,fixa,Silicio/acido sulfurico,0.310478,4.31099,463.253
